Words,Frequency
asifiya,1
asiii,1
asim,5
ask,4
askari,1
askati,1
asked,1
askhir,1
asking,1
askriat,1
askty,1
askwash,1
asky,1
asl,4
asla,1
aslaah,1
aslaam,2
aslah,3
aslaha,2
aslam,18
aslamoalaikum,1
aslamu,1
asleh,2
asli,9
asliat,2
aslob,2
aslubi,1
asma,11
asmaan,5
asman,6
asmani,1
asmara,1
asmat,6
asmbli,1
asna,1
asnaa,1
asol,1
asoli,1
asooloon,1
asosi,3
asp,2
asphalt,1
aspori,1
asr,3
asraaat,1
asraar,2
asraat,4
asrat,7
asrati,1
asro,1
ass,1
assa,2
assaar,1
assalam,5
assalamu,3
assalamualikum,1
assambly,3
assan,1
assase,1
assasins,1
assembliyon,2
assembly,63
assemblyan,2
assests,1
assets,2
assho,1
assi,1
assignment,1
assignments,1
assingment,1
assistant,7
asslaam,2
asslaim,1
asslam,2
asslamoalaikum,1
asslamualequm,1
associate,2
association,16
assosiate,1
assosiation,5
assy,1
astable,1
astaffirullah,2
astafirullah,1
astag,1
astagf,1
astagfar,4
astagfiruallah,1
astagfirullah,6
astagfirullahlanat,1
astagfirullha,2
astagfurallah,2
astaghfaar,2
astaghfar,3
astaghferrullah,1
astaghferullah,1
astaghfirullah,5
astakfaar,1
astakhfirul,1
astal,1
astaqhfar,1
asteriod,1
asthaghfirullah,1
astiblashmint,2
astra,1
astrgfriullah,1
asu,1
asurat,1
asy,15
at,35
ata,165
ataa,12
ataaa,1
ataak,1
atab,1
atafrmaae,1
atah,1
atak,2
atal,1
atalvi,1
atan,1
ataraf,2
atari,1
ataullah,9
atay,10
ataymad,2
atc,2
atd,1
ate,11
atee,3
atein,2
atemad,5
ateraf,1
atey,4
ath,1
atha,1
athah,1
athai,1
athlete,14
athletes,6
athletic,1
athletics,10
athween,1
athwein,1
ati,40
atifat,1
atiq,2
atiraf,2
atiya,2
atlas,1
atleast,4
atm,1
atmanjai,1
atna,5
atnay,1
atni,4
atomi,1
atot,2
atraaf,1
atraf,2
atre,1
atrey,3
atta,31
attaa,1
attach,2
attached,1
attachment,1
attack,7
attacks,2
attak,1
attaria,3
attaul,5
attaullah,18
attaurahman,1
attay,1
attaye,1
attempt,3
attend,4
attended,1
attention,1
atter,1
atth,1
atti,1
atticates,1
attitude,4
attiyat,2
attock,1
attractive,1
attre,1
atul,1
aty,11
atya,1
atyachar,2
atyat,1
au,4
aual,1
aub,1
auction,1
audience,7
audio,2
audition,6
auditions,1
auditor,1
auditorium,2
aue,5
aug,14
augst,2
augusst,1
august,60
auhad,1
auhd,1
auhda,8
auhde,2
auhdedaron,1
auhdey,11
auhdon,3
auhed,1
aulaad,2
aulad,15
aulade,1
aun,1
aunge,1
aungi,2
aunt,1
aunti,22
auntian,1
auntie,11
aunties,2
auntiesputtar,1
auntii,2
auntiyan,1
auntiyon,1
aunty,225
auntyyy,1
auo,1
auqaat,9
auqat,5
aur,3194
aur.nawaz,1
aura,6
aurangabad,1
aurangzeb,1
aurat,48
aurat.mulk,1
auratien,1
auratssss,1
auratt,1
aurbarha,1
aurchand,1
aurstoo,1
aurtain,2
aurtein,2
aurto,1
aurtoan,1
aurton,8
aus,7
ausa,1
ausaf,1
ausatan,1
auske,2
aussies,1
austerlia,1
austin,1
australia,26
australian,7
austrtalia,1
ausy,1
aut,2
authorities,1
authority,4
auto,3
autobiography,1
autocad,1
autograph,3
auwaleen,1
auz,1
auzan,1
available,7
availiable,1
avain,1
aver,1
average,7
avid,1
avoid,1
avrohi,1
avrtm,1
aw,4
awa,1
awaaam,1
awaaaz,1
awaam,27
awaar,1
awaaragardi,1
awaaz,34
awail,4
awain,1
awais,1
awaiting,1
awaiyl,2
awake,1
awakhir,1
awal,8
awam,123
awami,20
awamil,1
awan,5
awanda,1
awar,3
awara,3
awaraa,2
awarad,1
awaran,1
awarat,1
award,74
awarddd,1
awards,8
awargi,1
away,1
awaz,65
awaza,1
awazein,3
awazen,1
awazon,1
awazz,1
awein,2
awer,1
awes,1
awesome,14
awey,3
awkward,1
awla,7
awlaaa,1
awlad,3
awleen,1
awlla,1
awn,1
awqat,1
awr,4
awrad,1
awratu,1
awsm,2
awsome,2
awsume,2
aww,1
awwaam,1
awwal,8
awwaleen,3
awwalin,1
awwlaaa,1
awww,4
awwww,2
awz,1
axad,1
axani,1
axha,6
axhi,4
axhw,1
axhy,3
axr,1
ay,47
aya,153
aya.shaid,1
ayaa,3
ayaaa,1
ayaaaa,1
ayaal,1
ayaan,1
ayaat,4
ayaay,1
ayad,2
ayae,1
ayaiss,1
ayal,1
ayam,1
ayama,1
ayan,3
ayanat,1
ayash,2
ayashi,1
ayashya,1
ayat,16
ayatien,1
ayaz,6
aybeez,1
ayd,3
aye,75
ayee,9
ayeen,2
ayega,2
ayegi,2
ayegy,1
ayein,7
ayen,5
ayenda,1
ayengii,1
ayer,1
ayesha,8
ayet,1
ayeza,1
ayga,2
aygh,1
aygi,2
aygzast,1
ayi,12
ayinda,2
ayingy,1
ayjazat,1
ayk,1
ayksi,1
ayn,3
ayngai,1
ayni,1
ayny,1
ayo,1
ayoob,1
ayoub,4
aysa,15
ayse,3
aysha,2
aysi,4
aysy,3
ayt,1
aytayrazat,1
ayub,18
ayw,1
ayy,4
ayya,1
ayyab,1
ayyam,3
ayyat,1
ayyub,1
ayyy,1
az,10
aza,6
azaa,6
azaab,13
azaad,12
azaadi,18
azaan,2
azaaz,1
azab,20
azabo,1
azad,29
azadana,1
azadi,19
azafa,2
azal,2
azala,2
azam,135
azan,13
azarai,1
azari,1
azat,1
azaz,6
azazat,3
azazi,1
azb,1
azbar,1
azbela,2
azdawaji,1
azeat,1
azee,1
azeem,69
azeen,2
azeeyaten,1
azeez,5
azezo,1
azha,1
azhar,1
aziat,3
azid,1
azim,1
azimabd,1
aziyat,4
aziyaton,1
aziz,20
azizabad,3
azizaksar,1
aziziqtesadi,1
azizka,1
azizke,2
azizki,1
azizko,1
azizne,3
azizon,2
azizpakistan,2
azizpar,1
azizsahab,1
aziztharparkar,1
azizu,1
azjald,1
azka,1
azla,1
azlan,1
azli,1
azm,1
azma,4
azmaany,1
azmae,1
azmai,3
azmaish,3
azmaishyn,2
azmana,1
azmaney,1
azmat,15
azmay,2
azmaya,1
azmayesh,1
azmeen,1
azmuda,1
azo,1
azrah,1
azwaje,1
azziyat,1
b,875
b.a,2
b.c,1
ba,61
baHs,1
baa,3
baaaaalll,1
baaar,1
baaasi,1
baaat,1
baab,2
baad,189
baad.khaqan,1
baadal,4
baag,1
baagh,4
baaghi,4
baahon,1
baaijh,1
baais,3
baaji,1
baak,1
baaki,4
baal,6
baala,1
baaligh,1
baalon,1
baam,3
baan,1
baandhay,1
baandrii,1
baani,1
baankaa,1
baant,1
baap,36
baaqee,2
baaqi,2
baar,52
baaral,1
baaray,3
baare,2
baareek,1
baari,1
baarish,2
baary,1
baasani,2
baasi,1
baasitu,1
baat,349
baatain,6
baatein,13
baaten,6
baatil,3
baato,1
baaton,1
baatoon,2
baaty,1
baatyn,1
baawafa,2
baax,1
baaz,28
baazaar,1
baazabta,1
baazi,3
baazo,1
baazoo,1
bab,3
baba,40
babar,9
babarkat,1
babbar,1
babe,4
babeeeee,1
babesssss,1
babhi,1
babiz,1
babli,1
babluu,1
babo,1
babr,1
babu,3
baby,18
bach,25
bacha,63
bachaa,2
bachaay,1
bachae,3
bachai,4
bachain,2
bachan,5
bachana,2
bachanay,1
bachane,3
bachany,2
bachao,2
bachari,1
bachat,3
bachay,31
bachay.ameeennn,1
bachaya,2
bachayay,1
bachaye,7
bachayein,1
bachcha,1
bachchon,4
bache,27
bachega,1
bachen,4
bachey,1
bachhpan,1
bachi,48
bachian,1
bachii,1
bachion,5
bachiya,1
bachiyan,2
bachiyon,1
bachiyoun,1
bachna,4
bachne,3
bachney,1
bachny,4
bacho,29
bachoday,1
bachodi,1
bachon,70
bachoo,4
bachoon,11
bachoooooooo,1
bachou,1
bachpan,29
bachpana,1
bachpen,2
bachpn,1
bachty,1
bachu,2
bachun,1
bachy,23
bachyaan,1
bachyaor,1
bachyon,1
bachyyy,1
back,22
background,7
backhoe,1
backlit,1
bad,500
bada,4
badal,21
badalna,1
badalnai,1
badalnay,1
badalne,5
badalny,1
badalta,2
badalte,2
badaltey,1
badam,9
badami,3
badan,1
badar,14
badast,1
badastor,2
badaulat,9
badault,1
baday,1
badayon,1
badazan,1
badbakhat,1
badbakht,1
badbakhton,1
badboo,4
badbudar,1
badchodiyan,1
baddor,2
badely,1
bader,1
badey,1
badge,2
badhawasi,1
badhsah,1
badi,10
badil,1
badin,3
badl,2
badla,8
badle,1
badlen,1
badley,1
badlne,1
badlo,2
badlta,1
badlty,1
badly,6
badmaash,2
badmash,4
badmashi,3
badmizaaj,1
badnaam,13
badnaami,1
badnam,6
badnama,1
badnami,7
badnaseeb,2
badniyati,2
badobast,1
badolat,12
badotal,2
badqiamati,1
badqismati,6
badranga,1
badrja,1
badsha,4
badshah,40
badshahi,1
badshahon,2
badtameez,3
badtameezi,1
badtar,1
badtareen,4
badter,1
baduaen,1
badunwani,2
badzani,1
bae,4
bae.vote,1
baech,1
baeed,1
baeeeeee,1
baeeyd,1
baen,2
baeruni,1
baet,1
baezaat,1
bafta,1
bag,10
baga,1
bagaawt,1
bagahe,2
bagai,1
bagair,5
bagairat,1
bagairti,1
bagairton,1
bagarat,1
bagart,1
bagawat,2
bager,2
bagerat,3
baggar,1
bagger,1
bagh,6
bagha,1
baghaawat,6
baghair,22
baghal,1
baghar,1
bagharat,1
baghawat,4
baghawaton,1
bagheir,4
bagher,5
bagherat,1
baghi,3
baghion,1
baghir,2
baghirti,1
baghiyana,1
baghor,1
bagir,1
bago,1
bagon,1
bagor,1
bagrt,1
bagudet,1
baha,5
bahaa,1
bahaadur,1
bahaal,5
bahaali,1
bahaar,3
bahad,1
bahadar,1
bahadarhe,1
bahadur,11
bahaduri,9
bahal,15
bahali,10
bahan,4
bahana,7
bahanay,1
bahane,1
bahaney,1
bahanon,1
bahany,1
bahao,1
bahaq,6
bahar,47
baharat,2
bahas,1
bahasiat,1
bahasiyat,1
bahasyat,1
bahat,4
bahawalpur,4
bahduri,1
bahefazat,1
bahein,1
bahen,4
baher,2
bahesiyat,4
bahhar,1
bahhot,1
bahi,25
bahifazat,1
bahimat,1
bahimi,4
bahini,1
bahir,25
bahman,1
bahmi,1
bahn,2
bahnoon,1
baho,3
bahon,2
bahoo,2
bahoot,6
bahot,26
bahr,1
bahreen,1
bahri,2
bahria,1
bahter,1
bahu,7
bahudar,1
bahusun,1
bahut,26
bahyon,1
bai,13
baibasie,1
baich,2
baichna,1
baicho,1
baidaar,1
baidar,1
baig,1
baigane,1
baighairat,1
baigrat,1
baihurt,1
baiii,1
baik,1
baikhtiar,1
bail,1
bain,5
bainer,1
bainul,6
bair,2
bairoon,2
bairooni,1
bais,23
bait,16
baita,2
baith,8
baithay,8
baithe,2
baithi,1
baithnay,1
baithy,2
baitiyon,1
baiyo,1
baiys,12
baj,5
baja,15
bajae,12
bajah,1
bajai,2
bajaj,1
bajana,1
bajanay,1
bajane,5
bajani,1
bajao,1
bajaon,1
bajaorr,1
bajat,2
bajata,1
bajawar,1
bajay,13
bajaya,4
bajaye,24
baje,19
bajegi,1
bajhay,1
bajhaye,1
baji,25
bajlani,1
bajna,1
bajne,2
bajoo,1
bajore,1
bajrangi,1
bajri,1
bajtay,1
bajte,1
bajwa,4
bajy,1
bakamaal,1
bakar,2
bakara,1
bakasrat,2
bake,1
baker,1
bakery,2
bakhabar,4
bakhair,4
bakhash,9
bakhashnay,1
bakhbar,1
bakheel,1
bakhobi,1
bakhor,1
bakhran,1
bakhs,2
bakhsh,6
bakhsha,1
bakhshay,5
bakhshi,4
bakhshish,1
bakhshnay,2
bakhshne,2
bakhshy,1
bakht,1
bakhta,1
bakhtawar,1
bakhti,1
bakhubi,3
bakhud,2
bakhushi,1
baki,33
bakion,1
bakirdar,1
bakka,1
bakki,1
bakra,7
bakray,1
bakrio,1
baksh,1
bakshain,1
baksuwa,1
bakwaas,5
bakwas,39
bakwasa,1
bakwass,5
bakwasss,1
bakya,1
bal,56
bala,7
baladasti,1
balagat,1
balaghat,1
balai,2
balakh,1
balance,5
balazri,1
balbotey,2
baldan,5
baldi,1
baldia,9
baldiati,1
baldiya,1
baldiyati,2
baldness,2
baldyati,2
baler,1
balers,1
balgium,1
balhamdulilha,1
balin,1
baling,1
balit,1
balkay,14
balke,43
balkeh,1
balkey,2
balky,3
balkyn,1
ball,26
balla,1
ballaaa,1
ballah,1
ballay,1
baller,4
ballers,4
balling,3
ballot,1
balls,5
balo,1
baloch,8
balochi,3
balochistan,12
balochon,1
baloghat,1
balon,2
baluchistan,9
balzan,1
bam,1
bamani,1
bamaqaam,2
bamaqsad,1
bambai,1
ban,141
bana,137
banaa,2
banaao,2
banaaoo,1
banaaya,1
banad,1
banadiya,1
banado,1
banae,12
banaein,1
banaey,1
banahe,1
banai,28
banaien,2
banain,3
banainge,1
banaiye,1
banalo,2
banana,20
bananay,13
banane,48
bananey,1
banani,1
banany,4
banao,4
banaoo,2
banaraha,1
banarahe,1
banata,2
banatay,1
banate,5
banati,2
banaunga,1
banay,8
banaya,49
banaye,17
banayega,6
banayein,1
banayen,1
banaygi,1
banayi,4
banch,1
band,122
banda,27
bandae,1
bandage,1
bandagi,2
bandar,4
bandargah,2
bandari,2
banday,10
bande,5
bandergha,1
bandey,3
bandh,2
bandha,1
bandhan,2
bandhey,1
bandhna,1
bandhte,1
bandhwane,1
bandi,8
bandion,1
bandish,1
bandishon,2
bandiyon,1
bandna,1
bando,4
bandobast,3
bandon,4
bandook,1
bandoq,1
bandri,3
bandrii,1
bandriii,1
bands,2
bandy,4
bane,40
banega,2
banegi,1
banein,1
banen,1
banene,1
baney,4
bang,2
bangal,3
bangali,3
bangalore,1
bangashaaa,1
bangaye,1
bangla,1
bangladesh,9
bangladeshi,1
bangli,1
bangoli,1
bani,29
banien,1
baniy,1
banjar,3
bank,17
banke,1
banker,9
banking,2
banks,3
bann,3
banna,7
bannai,1
bannane,1
bannay,5
bannde,1
banne,33
banned,6
banner,3
banney,3
banni,3
bannnd,1
bannt,1
bannu,4
banny,3
bano,44
bansakta,2
bant,3
banta,9
bantawa,1
bantay,3
bante,2
banti,8
bantnay,1
banty,1
banu,2
banul,1
banwa,1
banwanay,2
banwane,2
banwani,1
banwany,1
bany,3
banya,4
banyan,3
banye,2
banyen,1
bap,18
bapa,1
baqa,6
baqaedah,1
baqaida,13
baqaidah,11
baqaidgi,2
baqaiyda,5
baqaiydegi,1
baqaiydgi,1
baqarar,1
baqaul,3
baqaya,3
baqazai,1
baqe,2
baqee,1
baqi,38
baqiat,1
baqidah,1
baqion,1
baqiya,1
baqiyon,1
baqol,4
baqoul,1
baqra,3
baqwas,3
baqya,2
bar,156
bara,92
baraa,1
baraabar,1
baraamad,1
baraat,5
barabar,10
barabari,1
baraber,3
barabr,2
barack,1
baradar,2
baradaran,1
baradarana,1
baradari,2
baradri,2
barae,11
baraf,2
barafbari,1
barah,8
baraherast,5
barahi,1
barahne,1
barai,3
barak,1
baramad,33
baramed,1
baran,1
barane,1
barange,1
barangi,2
baras,101
barat,5
baratne,1
baratta,1
baray,41
baraye,2
barayi,1
barbaad,6
barbad,17
barbadi,2
barbar,1
barbarana,3
barber,1
barbi,1
bardaasht,1
bardari,3
bardash,1
bardashat,1
bardasht,19
bardashta,1
barden,1
bardhast,1
bare,80
baree,1
bares,1
baresaghir,1
baresh,2
barey,35
barf,3
barg,1
bargaho,1
bargahon,1
bargahy,2
barh,20
barha,25
barhai,1
barhain,1
barham,1
barhana,1
barhane,3
barhao,2
barhata,1
barhate,1
barhati,1
barhaya,1
barhe,35
barhega,1
barhi,30
barhm,1
barhna,1
barhne,6
barhny,1
barhtay,1
barhte,1
barhti,15
bari,145
barian,1
bariat,1
bariish,1
barika,1
bariki,1
barikiyon,3
barish,31
barishay,1
barishon,7
barjaman,1
barkaraar,1
barkat,24
barkataa,1
barkatain,6
barkatay,1
barkate,2
barkatu,1
barket,1
barketin,1
barkhast,1
barkhs,1
barma,1
barnadeno,1
baro,1
barob,1
barod,2
barodi,4
barohi,1
baron,1
barony,1
barood,1
baroodi,1
barooshi,1
barosa,1
barotha,1
baroun,1
baroz,5
baroze,1
barpa,2
barpaa,2
barqara,1
barqarar,19
barr,1
barra,2
barrah,1
barray,6
barre,3
barresagher,4
barrh,1
barri,10
barrier,1
barry,1
barsaaati,1
barsaat,3
barsar,2
barsat,1
barsaye,1
barsi,1
barson,15
barsoon,1
barta,2
bartaaf,1
bartan,5
bartania,3
bartaniya,4
bartanvi,5
bartanwi,3
bartanya,2
bartao,2
bartar,2
bartaraf,4
bartarfi,1
bartari,10
barthday,1
barti,2
baru,1
barue,1
barwany,1
barwaqat,1
bary,36
baryaani,1
baryaneya,1
baryani,1
bas,63
basa,3
basakhtagi,1
basalahiyat,4
basalat,1
basane,2
basaor,1
basar,3
basbuhat,1
base,5
baseerat,3
baseet,2
baseless,1
basera,2
baseraa,1
bash,2
bashak,4
bashamool,1
bashamoul,1
bashamr,1
bashana,1
bashar,1
basharat,1
bashartekay,2
basheer,1
bashir,1
bashrm,1
bashtar,1
bashumar,1
basi,5
basic,1
basically,1
basirat,1
basis,1
basketball,2
baskin,1
basmaa,1
basne,3
bason,1
basri,1
bass,9
bassany,1
bassist,1
bassss,1
bast,1
basta,1
bastard,2
basti,2
bat,242
bata,69
bataa,1
bataaen,1
bataao,1
bataaye,1
bataden,1
batadreej,1
batadrij,1
batae,4
bataen,6
bataey,1
batai,4
bataie,1
bataien,1
batain,33
bataina,1
bataiye,1
batamize,2
batamizi,2
batan,3
batana,5
batanay,1
batane,3
bataney,1
batangarh,1
batany,1
batao,20
bataon,8
bataor,1
bataskhte,1
batata,3
batatay,2
batate,5
batati,3
bataty,6
bataun,3
bataur,19
batawo,1
batay,8
bataya,34
bataye,8
batcha,1
bate,4
bateeyn,1
batein,13
bateleyan,1
baten,9
batey,2
bath,2
batha,1
bathay,1
bathroom,1
bati,9
batien,1
batilmos,1
batin,3
bating,14
batio,1
batiy,1
batiyaan,1
batiyan,1
batiyon,1
batkat,1
batmam,1
batman,1
batmeez,4
batmeezi,1
batn,1
batna,1
batne,1
batni,1
batnisachai,1
bato,8
baton,9
batool,1
bator,18
batota,1
batour,5
batsman,30
batsmanon,1
batsmen,3
batt,2
batta,1
battain,1
battalion,1
battary,1
batteries,2
battery,17
batting,11
battrey,1
batttery,1
batty,2
batuhan,1
batuo,1
batwa,1
baty,5
batya,1
batye,4
batyn,1
bauhat,1
bauht,1
bauter,1
bawa,2
bawajod,18
bawajood,33
bawajud,10
bawakof,1
bawaqar,4
bawaqt,1
bawarchi,1
bawaseer,1
bawjood,2
bawli,1
bawud,1
bawujud,1
bay,11
baya,1
bayaan,1
bayak,4
bayakwaqat,1
bayan,34
bayanaat,1
bayanat,4
bayani,3
bayat,1
baybass,1
baycot,1
baydard,1
baydardi,3
bayein,1
baygairat,2
baygeerut,1
bayhis,1
bayie,1
baykaar,1
baynar,1
bayron,1
baysharmo,2
baytar,1
baytay,1
bayton,1
baz,39
baza,1
bazaar,4
bazabta,2
bazafta,1
bazagisht,1
bazahir,2
bazanteeni,1
bazar,12
bazari,2
bazariya,2
bazat,3
bazbot,1
baze,1
bazgha,2
bazi,10
baziab,1
bazicha,1
bazid,1
bazigar,2
bazla,2
bazmi,28
baznatini,1
bazo,2
bazon,1
bazooka,1
bazor,1
bazr,1
bazu,1
bazuwaon,1
bazyabi,2
bazz,1
bb,1
bba,1
bbc,3
bbracelet,1
bc,43
bccho,1
bcha,3
bchaa,1
bchaain,1
bchary,1
bchay,2
bchaye,1
bchayn,1
bchchy,1
bche,1
bchho,1
bchieo,1
bchion,1
bchn,1
bcho,1
bchodo,1
bchon,3
bchun,1
bchy,6
bchykoi,1
bcom,2
bcoz,2
bcozzz,1
bcz,4
bd,21
bda,1
bday,3
bdda,1
bddyanti,1
bdi,1
bdl,2
bdla,2
bdlty,1
bdly,1
bdnaam,1
bdqismte,1
bdr,1
bdrja,1
bds,3
bdslokyon,1
bdtameez,1
bdua,1
be,213
bea,7
beach,3
beachaini,1
beahumar,1
beaja,1
bean,1
beard,3
beaswan,1
beat,2
beata,2
beathh,1
beati,1
beaurucrat,1
beautician,1
beautiful,14
beautifull,1
beautifully,2
beauty,6
beautyful,1
bebaak,1
bebaki,3
bebunyad,1
because,3
bech,8
bechaine,1
bechani,1
bechany,1
bechara,11
becharay,5
bechare,2
becharey,1
bechari,7
bechariyan,2
becharo,1
bechary,5
bechayni,1
becheni,6
bechiyun,1
bechnay,1
bechny,1
bechri,1
bechry,1
bechte,3
bechy,2
bechye,2
become,2
becoz,2
becz,2
bedaar,1
bedardi,1
bee,3
beech,3
beechy,1
beef,1
beej,1
beejan,1
beemar,3
beemariyan,1
been,8
beenish,2
beeno,1
bees,2
beet,3
beeti,4
befikr,1
before,4
begair,8
begairat,6
begairata,1
begairati,1
begairti,1
begairto,2
began,1
begar,1
begarat,2
begaret,1
begari,1
begart,3
begat,1
begerat,7
begert,2
begerti,1
beggar,1
beggers,1
beghair,2
beghairat,8
beghairaton,1
beghairt,2
beghairto,1
beghairty,1
begharat,2
begharati,1
begharti,2
begharto,1
beghaurt,1
beghayrat,1
begherat,6
beghert,2
beghirat,2
begonah,1
begrat,1
begratt,1
begrt,1
begrut,1
begum,34
begunah,2
begyrat,1
begyrti,1
beh,4
behaae,1
behad,14
behan,34
behanen,1
behar,5
beharbani,1
beharhaal,2
beharhal,3
behas,9
behave,1
behayai,2
behayi,1
behbood,2
behen,4
behenchod,1
behenji,1
beheno,1
behes,3
behin,1
behind,3
behis,3
behiss,1
behiyaee,1
behj,3
behjo,1
behjty,1
behlanay,1
behlane,1
behlaya,2
behlgairtaaa,1
behn,19
behna,3
behnaa,1
behnay,1
behno,6
behono,1
behooda,2
behoodgi,1
behosh,2
behpanah,1
behraal,1
behre,2
behreh,1
behri,5
behriya,1
behrober,1
behry,1
behs,3
behsak,2
behss,1
behta,1
behtar,89
behtareen,56
behtaren,1
behtari,8
behte,1
behter,8
behtr,3
behtree,1
behtreen,16
behtren,2
behtri,1
behtrin,3
behuda,1
behwar,1
beig,1
beijing,2
being,18
beirut,1
beit,1
beithi,2
beizati,1
beizzat,1
beizzati,1
beja,3
bejh,3
bejhi,2
bejigri,1
bejne,1
bejta,1
bejty,1
bekaar,7
bekar,15
bekas,1
bekhabar,1
bekhari,1
bekhre,1
bekkar,1
bel,2
bela,1
beleieve,1
belgium,1
believe,2
belkr,2
belkul,4
bell,4
belly,1
belo,1
belong,1
belor,1
belos,3
beloss,1
beloved,1
belowo,1
belt,5
belts,2
bema,1
bemaar,16
bemar,8
bemari,11
bemarion,2
bemariyan,1
bemariyon,3
bemisaal,2
bemisal,5
bemsal,2
bemuhar,1
ben,10
bena,1
benal,1
benaqab,2
benazer,1
benazir,54
bench,7
benches,1
benchod,1
bend,1
benga,1
bengal,12
bengali,4
benifishri,1
beno,1
benoori,1
benskta,1
benul,17
benya,1
bepanah,1
beparwahi,1
ber,2
bera,4
berailwi,1
beratna,1
berbad,1
berbadi,1
berdash,1
berdasht,1
bereham,1
berha,1
berham,1
beron,10
beroni,2
berozgar,1
berozgari,2
berqarar,1
berra,1
berry,1
bertaraf,1
bertari,4
beryani,1
bes,1
besabri,1
besahak,1
besahara,2
besahmar,1
besakhtagi,1
besan,2
besh,11
beshak,54
beshakki,1
beshamargo,1
beshaq,4
besharaf,1
besharam,3
besharm,1
besharmo,1
beshk,9
beshomar,1
beshtar,6
beshuma,1
beshumaar,1
beshumar,13
beshuq,1
best,74
besti,2
bestie,1
besties,1
bestnot,1
besuri,1
besween,1
bet,2
beta,80
betaa,3
betaaa,1
betab,2
betabi,1
betaj,1
betakan,1
betasur,1
betay,5
bete,13
betey,2
beth,24
betha,7
bethana,1
bethay,6
bethaya,1
bethe,11
bethega,1
bethi,5
bethne,1
bethny,2
bethongi,1
bethta,1
bethti,1
bethun,1
bethy,9
beti,54
betii,2
betion,2
betiyan,7
betiyn,1
betiyon,3
betiyun,1
beto,1
beton,1
betoqiri,1
betoun,1
betrayal,1
betreen,1
better,11
bettry,1
betuki,1
between,1
bety,7
betyan,1
beul,1
beuoro,1
beuro,2
beurucrate,1
beutiful,1
beverly,1
bevi,2
bewafa,4
bewafaai,1
bewah,1
bewakofi,2
bewakoof,1
bewakuf,2
bewaqof,1
bewaqoof,4
bewawoof,1
bewi,3
bewkof,1
bewkooof,1
bey,3
beyadbi,1
beyan,9
beyana,1
beydar,1
beydari,1
beygharat,1
beyhosh,2
beyk,3
beyn,2
beyron,4
beyshak,2
beyt,1
beyyy,1
bezaar,2
bezabtagiyon,1
bezameer,1
bezar,1
bezata,1
bezti,1
bf,3
bff,1
bgair,3
bgairti,2
bger,3
bghair,4
bghari,1
bgrhti,1
bgrto,1
bgyrat,1
bh,35
bha,1
bhaa,1
bhaaag,1
bhaaaiii,2
bhaag,7
bhaagi,1
bhaagne,1
bhaagte,1
bhaai,2
bhaar,1
bhaari,6
bhaaripann,1
bhabhi,5
bhabi,13
bhacha,2
bhadri.jo,1
bhaduri,1
bhae,13
bhaee,3
bhaeee,2
bhag,12
bhaga,1
bhagat,1
bhagay,1
bhagdar,1
bhagdhar,1
bhage,2
bhaghat,1
bhagne,2
bhago,1
bhagoge,1
bhagoooo,1
bhagte,2
bhagti,1
bhah,1
bhahi,1
bhahrway,1
bhai,391
bhai.adwords,1
bhaie,3
bhaii,7
bhaiii,2
bhaij,1
bhaijaan,1
bhaijan,2
bhaijen.zainab,1
bhaijho,1
bhainss,1
bhaio,5
bhaipakistaaaaan,1
bhais,1
bhaith,1
bhaiya,1
bhaiyo,1
bhaiyon,2
bhaiyoo,1
bhaiyya,1
bhaiyyon,2
bhaj,3
bhaja,3
bhaji,2
bhajiti,1
bhajo,1
bhal,4
bhala,7
bhalai,1
bhalay,1
bhale,6
bhalla,2
bhallah,1
bhalo,2
bhaly,1
bhan,2
bhancho,1
bhand,4
bhander,1
bhangi,1
bhanje,1
bhanjey,3
bhanp,1
bhanto,1
bhao,2
bhaot,1
bhar,85
bhara,9
bharain,4
bharak,1
bharakne,1
bharam,1
bharat,59
bharata,1
bharati,1
bharay,1
bhare,5
bharghari,1
bharh,2
bharhaas,1
bharhay,1
bhari,30
bharkam,1
bharkanay,1
bharkas,1
bharmar,1
bharosa,4
bharpoor,7
bharpor,15
bharpur,4
bharr,3
bharta,1
bhartay,1
bharte,5
bharti,48
bhartia,1
bhartiyon,4
bharty,1
bharwana,2
bharway,1
bhary,2
bhat,2
bhata,3
bhatak,2
bhatakny,1
bhatay,1
bhater,1
bhati,2
bhatkae,1
bhatt,4
bhatta,2
bhatti,22
bhattihain,1
bhaut,1
bhawalpur,1
bhawen,1
bhawon,1
bhaya,1
bhayanak,1
bhayoun,1
bhayun,1
bhe,69
bhee,76
bheee,1
bheega,1
bheegi,1
bheej,1
bheeja,1
bheek,3
bheer,2
bheg,1
bhegey,1
bhei,1
bheii,1
bhej,20
bheja,8
bhejain,1
bhejein,1
bhejen,1
bhejengy,1
bhejey,1
bhejh,2
bhejhna,1
bhejhtay,1
bheji,3
bhejiye.plzzzz,1
bhejna,1
bhejnay,1
bhejne,1
bhejo,2
bhejoge,1
bhejta,1
bhejtay,1
bhejte,2
bhejti,1
bhejty,2
bhek,1
bhen,10
bhenchod,1
bhenr,1
bhensoo,1
bher,3
bheran,1
bheren,1
bheron,1
bherwe,1
bhes,1
bhetar,1
bhetareen,3
bhetari,1
bhetreen,1
bhgorhe,1
bhhi,1
bhhol,1
bhht,3
bhi,1712
bhi.aur,1
